label,alpha,sigma,mse,bs_sigma,bs_mse,improvement
全部(G-H),0.8543651458724132,0.17252692099086203,0.10512131036766784,0.2149999999999999,0.11677852867351793,9.982330175130576
近月20天(G-H),0.7421675462904522,0.13700798344014387,0.11744186292531132,0.2149999999999999,0.14168106015608578,17.108283354225936
远月48天(G-H),0.7680048805692625,0.16222556241257854,0.07058768011825403,0.2149999999999999,0.08848019744332722,20.222058542007197
