date,pred_vol,hist_vol,ewma_vol,actual_vol,pred_err,hist_err,ewma_err,dir_correct
2026-04-08,0.257144325389376,0.21599551370367162,0.20282854639242212,0.13922573492180904,0.11791859046756695,0.07676977878186259,0.06360281147061309,False
2026-04-09,0.2033668693611476,0.26112702389689474,0.25971976434262767,0.13291797828998023,0.07044889107116736,0.1282090456069145,0.12680178605264744,True
2026-04-10,0.23888203603745561,0.26030217134597117,0.2529479838561623,0.12709319912675482,0.1117888369107008,0.13320897221921635,0.12585478472940748,True
2026-04-13,0.20781875612644285,0.26959923979990685,0.25561927666259104,0.1511544939579015,0.05666426216854134,0.11844474584200534,0.10446478270468953,True
2026-04-14,0.21514960293362226,0.269465077036604,0.24714105104376635,0.1587258348124912,0.05642376812113106,0.1107392422241128,0.08841521623127516,True
2026-04-15,0.20131420800629507,0.2752116576267863,0.24698724627109386,0.15987449317353766,0.04143971483275741,0.11533716445324863,0.0871127530975562,True
2026-04-16,0.1986392945319342,0.2737602053167376,0.23932318445020323,0.15455446490262606,0.04408482962930815,0.11920574041411156,0.08476871954757717,True
2026-04-17,0.19353463658239392,0.2772083270143659,0.23750113938775402,0.154117859821794,0.03941677676059993,0.12309046719257188,0.08338327956596003,True
2026-04-20,0.1936723582698268,0.2697642366338352,0.22952701163988984,0.1645608939559104,0.029111464313916396,0.1052033426779248,0.06496611768397945,True
2026-04-21,0.19070663054685366,0.2686174573027752,0.2233525863168618,0.17072214793595172,0.019984482610901938,0.09789530936682347,0.05263043838091008,True
2026-04-22,0.1899454663040946,0.21954510656528528,0.21604535850645304,0.17968722889942346,0.010258237404671133,0.039857877665861824,0.03635812960702958,True
2026-04-23,0.18857364202018717,0.21776332004931637,0.21178527651992263,0.18063361889328952,0.00794002312689765,0.037129701156026845,0.031151657626633106,True
2026-04-24,0.19402723179796771,0.2133541660276255,0.20482957909738803,0.18395681002435638,0.010070421773611338,0.02939735600326912,0.02087276907303165,True
2026-04-27,0.1997462929548019,0.20471482910885844,0.1988212470554556,0.18395681002435638,0.01578948293044552,0.02075801908450206,0.014864437031099215,True
2026-04-28,0.1956884242024693,0.20506427805362326,0.19204866549300653,0.18368930334285963,0.011999120859609663,0.021374974710763633,0.008359362150146904,True
2026-04-29,0.20192312850214625,0.20541415371144292,0.18592222669594877,0.18671047667964139,0.015212651822504863,0.018703677031801536,0.0007882499836926182,True
2026-04-30,0.19537883124799812,0.20149652921072145,0.18712785701423681,0.19528075155905464,9.807968894348651e-05,0.0062157776516668095,0.008152894544817824,True
2026-05-06,0.19796935581706793,0.19454873290975994,0.18077975920274164,0.18901893004619982,0.008950425770868103,0.005529802863560113,0.008239170843458182,False
2026-05-07,0.19565525966658637,0.18974238965848345,0.1863830541331071,0.1915433408674932,0.004111918799093173,0.001800951209009749,0.005160286734386094,True
2026-05-08,0.19423531704475328,0.18179339592192403,0.18165541249295336,0.2040287052881724,0.009793388243419132,0.022235309366248374,0.022373292795219046,True
2026-05-11,0.20646566391600532,0.18486725210380772,0.17741854336237264,0.20877243461127354,0.0023067706952682177,0.023905182507465816,0.031353891248900895,True
2026-05-12,0.1961945061336906,0.13922573492180904,0.189252451584102,0.22646545270976012,0.03027094657606952,0.08723971778795109,0.03721300112565812,True
2026-05-13,0.19453383140110278,0.13291797828998023,0.182830229924146,0.22155144211178596,0.027017610710683176,0.08863346382180573,0.038721212187639964,True
