label,alpha,sigma,mse,bs_sigma,bs_mse,improvement_pct
全部(G-H v2),0.8543651458724132,0.17252692099086203,0.10512131036766786,0.21549669308386285,0.11676044448507122,9.96838798339066
近月20天(G-H v2),0.7421675462904522,0.13700798344014387,0.11744186292531136,0.2138113479250986,0.14158410529375268,17.05152023834315
远月48天(G-H v2),0.7680048805692625,0.16222556241257854,0.07058768011825403,0.21709830135137428,0.08811618396769337,19.892490868494637
